Range,Style,Total Proj Time (ms),Total Range Time (ms),Range Instances,Proj Avg (ms),Proj Med (ms),Proj Min (ms),Proj Max (ms),Proj StdDev (ms),Total GPU Ops,Avg GPU Ops,Avg Range Lvl,Avg Num Child
:ep=zerocopy_symm @ olmoe-1b-7b @ step_80,PushPop,1435.0072,1139.6773,8,179.3759,179.3764,179.3328,179.4186,0.0268,1672,209.0,0.0,7.0
:ep=zerocopy_symm @ olmoe-1b-7b @ step_56,PushPop,1433.4170,1138.0984,8,179.1771,179.1808,179.1218,179.2209,0.0343,1672,209.0,0.0,7.0
:ep=zerocopy_symm @ olmoe-1b-7b @ step_67,PushPop,1433.2948,1136.2261,8,179.1618,179.1660,179.1272,179.1903,0.0189,1672,209.0,0.0,7.0
:ep=zerocopy_symm @ olmoe-1b-7b @ step_68,PushPop,1429.5821,1134.3352,8,178.6978,178.6960,178.6714,178.7510,0.0235,1672,209.0,0.0,7.0
:experts.fw,PushPop,3213.1460,70.2313,208,15.4478,15.4447,15.1925,15.7098,0.0925,1872,9.0,4.0,5.0
:combine.fw,PushPop,2228.8089,4497.3781,208,10.7154,10.7006,10.4776,11.0783,0.1306,1248,6.0,4.0,3.0
:dispatch.fw,PushPop,1861.0667,620.6608,208,8.9474,8.8708,8.3532,12.6528,0.4617,13520,65.0,4.0,11.0
:fw.MoE,PushPop,7744.7632,7492.5418,208,37.2344,37.1817,36.5243,40.8722,0.4529,21840,105.0,3.0,19.0
:fw.Attn,PushPop,2241.3722,193.8604,208,10.7758,10.7507,10.4929,11.2054,0.1589,4784,23.0,3.0,21.0
:bw.a2a_combine,PushPop,1588.1045,13439.4796,208,7.6351,7.5933,6.6835,8.7628,0.4458,1040,5.0,2.0,3.0
:fw.a2a_dispatch,PushPop,1430.0732,164.6604,208,6.8754,6.7917,6.3151,10.5281,0.4676,1040,5.0,6.0,3.0
:bw.a2a_dispatch,PushPop,1386.0802,6859.1390,208,6.6638,6.6684,6.2994,7.1921,0.2178,1040,5.0,2.0,3.0
:fw.a2a_combine,PushPop,1343.6829,4470.8156,208,6.4600,6.4524,6.2265,6.8207,0.1309,832,4.0,6.0,2.0
